parent,actstart,createdate,durationinhours,parentid,targcomptime,physicalpercentcomplete,istask,id,projectid,taskid,workordergroup,wopriority,fnl,remainingduration,sne,interruptible,referencestart,statusdate,schedfinish,workordernumber,name,schedstart,actfinish,targstarttime,referenceend,status
A388AWR-3C-FBA00,null,2019-03-11 19:51:28.0,1.6166666666666667,WORKORDER_A388AWR-3C-FBA00_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/0779_BEDFORD_EAGLENA,82,100,A388AWR-3C-FBA00,42,null,null,null,1,null,2019-03-11 19:51:28.0,2019-04-15 01:37:00.0,AWRAF/0779,COMP PANELS FR74 - 90-388-534100-00504-01/150,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-FBA00,null,2019-03-11 19:51:29.0,0.8333333333333334,WORKORDER_A388AWR-3C-FBA00_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/0782_BEDFORD_EAGLENA,82,101,A388AWR-3C-FBA00,79,null,null,null,1,null,2019-03-11 19:51:29.0,2019-04-15 00:50:00.0,AWRAF/0782,DVI - REAR FUSELAGE-388-534100-00506-01/150,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-FBA00,null,2019-03-11 19:52:00.0,1.25,WORKORDER_A388AWR-3C-FBA00_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/0801_BEDFORD_EAGLENA,82,115,A388AWR-3C-FBA00,1,null,null,null,1,null,2019-03-11 19:52:00.0,2019-04-15 01:15:00.0,AWRAF/0801,DVI - SIDE SHELLS BELOW DOOR M5L/R-388-534100-00521-01/160,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-CB000,null,2019-03-11 19:36:31.0,1.05,WORKORDER_A388AWR-3C-CB000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/0233_BEDFORD_EAGLENA,82,27,A388AWR-3C-CB000,45,null,null,null,1,null,2019-03-11 19:36:31.0,2019-04-15 01:03:00.0,AWRAF/0233,OPC & GVI - AFT SMOKE BARRIER-388-257800-00003-01/290,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-EF000,null,2019-03-11 19:41:31.0,6.15,WORKORDER_A388AWR-3C-EF000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/1050_BEDFORD_EAGLENA,82,4,A388AWR-3C-EF000,19,null,null,null,1,null,2019-03-11 19:41:31.0,2019-04-15 06:09:00.0,AWRAF/1050,RH-RIB22-32-REFDEF-A-REM-388-RH-RIB22-32-REFDEF-A-REM,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-HB000,null,2019-03-11 20:39:32.0,7.95,WORKORDER_A388AWR-3C-HB000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/67_BEDFORD_EAGLENA,82,95,A388AWR-3C-HB000,13,null,null,null,1,null,2019-03-11 20:39:32.0,2019-04-15 07:57:00.0,AWRAF/67,388-230-MID-5-SEAT-INSTL-388-230-MID-5-SEAT-INSTL,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-FBB00,null,2019-03-11 19:54:56.0,1.15,WORKORDER_A388AWR-3C-FBB00_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/0131_BEDFORD_EAGLENA,82,62,A388AWR-3C-FBB00,27,null,null,null,1,null,2019-03-11 19:54:56.0,2019-04-15 01:09:00.0,AWRAF/0131,GALLEY - ATTACHMENT POINTS-388-253000-00001-01-G2M4/230,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-FBD00,null,2019-03-11 20:06:24.0,1.0333333333333334,WORKORDER_A388AWR-3C-FBD00_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRENG/0076_BEDFORD_EAGLENA,82,148,A388AWR-3C-FBD00,93,null,null,null,1,null,2019-03-11 20:06:24.0,2019-04-15 01:02:00.0,AWRENG/0076,DVI - ENG#4 (LH COWL) IFS FINGER SEALS-388-782000-E7012-01/447,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-G0000,null,2019-03-11 20:56:06.0,7,WORKORDER_A388AWR-3C-G0000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRB858201001_BEDFORD_EAGLENA,82,160,A388AWR-3C-G0000,0,null,null,null,1,null,2019-03-11 20:56:06.0,2019-04-15 07:00:00.0,AWRB858201001,NRI FOR 388-TECH/CABIN/IFE/LOG/999,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-C0000,null,2019-03-11 19:31:03.0,0,WORKORDER_A388AWR-3C-C0000_BEDFORD_EAGLENA,null,null,0,WORKORDER_A388AWR-3C-CA000_BEDFORD_EAGLENA,82,null,A388AWR-3C-CA000,0,null,null,null,0,null,2019-03-11 19:31:03.0,2019-04-15 00:00:00.0,A388AWR-3C-CA000,Refueling,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-FBH00,null,2019-03-11 20:15:22.0,0.26666666666666666,WORKORDER_A388AWR-3C-FBH00_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/0597_BEDFORD_EAGLENA,82,29,A388AWR-3C-FBH00,64,null,null,null,1,null,2019-03-11 20:15:22.0,2019-04-15 00:16:00.0,AWRAF/0597,GVI - PAX/CREW DOORS-388-521000-00006-01/863,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-HB000,null,2019-03-11 20:37:32.0,7.2,WORKORDER_A388AWR-3C-HB000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/111_BEDFORD_EAGLENA,82,35,A388AWR-3C-HB000,90,null,null,null,1,null,2019-03-11 20:37:32.0,2019-04-15 07:12:00.0,AWRAF/111,388-250-RH-2-SEAT-INSTL-388-250-RH-2-SEAT-INSTL,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-IG000,null,2019-03-11 20:22:18.0,3.25,WORKORDER_A388AWR-3C-IG000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/0429_BEDFORD_EAGLENA,82,6,A388AWR-3C-IG000,94,null,null,null,1,null,2019-03-11 20:22:18.0,2019-04-15 03:15:00.0,AWRAF/0429,SERVICE- RH WLG SHOCK ABSORBER-388-321100-00004-01/740,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-FBF00,null,2019-03-11 20:09:59.0,7.7,WORKORDER_A388AWR-3C-FBF00_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/0904_BEDFORD_EAGLENA,82,42,A388AWR-3C-FBF00,37,null,null,null,1,null,2019-03-11 20:09:59.0,2019-04-15 07:42:00.0,AWRAF/0904,DVI - RH MID & OUTER L/E-388-574200-00704-02/620,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-JA000,null,2019-03-11 20:23:07.0,0.65,WORKORDER_A388AWR-3C-JA000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/0368_BEDFORD_EAGLENA,82,2,A388AWR-3C-JA000,59,null,null,null,1,null,2019-03-11 20:23:07.0,2019-04-15 00:39:00.0,AWRAF/0368,OPC - PIPE SHROUD DRAINAGE TRIM/APU-388-281400-00007-01/150,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-EB000,null,2019-03-11 20:33:31.0,6.7,WORKORDER_A388AWR-3C-EB000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAV/111_BEDFORD_EAGLENA,82,136,A388AWR-3C-EB000,73,null,null,null,1,null,2019-03-11 20:33:31.0,2019-04-15 06:42:00.0,AWRAV/111,388-250-RH-SEAT CABLE-REM-388-250-RH-SEAT CABLE-REM,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-FBF00,null,2019-03-11 20:10:32.0,5.766666666666667,WORKORDER_A388AWR-3C-FBF00_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/0303_BEDFORD_EAGLENA,82,59,A388AWR-3C-FBF00,22,null,null,null,1,null,2019-03-11 20:10:32.0,2019-04-15 05:46:00.0,AWRAF/0303,DVI - RH WING INTERFLAP SEALING-388-275000-00012-01/660,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-EB000,null,2019-03-11 20:32:19.0,5.7,WORKORDER_A388AWR-3C-EB000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/54_BEDFORD_EAGLENA,82,100,A388AWR-3C-EB000,68,null,null,null,1,null,2019-03-11 20:32:19.0,2019-04-15 05:42:00.0,AWRAF/54,388-230-LH-3-SEAT-REM-388-230-LH-3-SEAT-REM,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-ED000,null,2019-03-11 19:40:55.0,7.216666666666667,WORKORDER_A388AWR-3C-ED000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRENG/0111_BEDFORD_EAGLENA,82,9,A388AWR-3C-ED000,60,null,null,null,1,null,2019-03-11 19:40:55.0,2019-04-15 07:13:00.0,AWRENG/0111,REMOVE ENG2 T/R LH-HALF-388-783251-T/R LH-REM/420,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-EB000,null,2019-03-11 20:35:43.0,7.2,WORKORDER_A388AWR-3C-EB000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRCAB/219_BEDFORD_EAGLENA,82,200,A388AWR-3C-EB000,3,null,null,null,1,null,2019-03-11 20:35:43.0,2019-04-15 07:12:00.0,AWRCAB/219,388-UD-G3U4-NTF-REM-388-UD-G3U4-NTF-REM,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-G0000,null,2019-03-11 21:05:44.0,2,WORKORDER_A388AWR-3C-G0000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRB868967001_BEDFORD_EAGLENA,82,442,A388AWR-3C-G0000,0,null,null,null,1,null,2019-03-11 21:05:44.0,2019-04-15 02:00:00.0,AWRB868967001,NRI FOR 388-254019-01-ES/14/200,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-FAG00,null,2019-03-11 19:47:50.0,6.533333333333333,WORKORDER_A388AWR-3C-FAG00_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAV/0209_BEDFORD_EAGLENA,82,5,A388AWR-3C-FAG00,54,null,null,null,1,null,2019-03-11 19:47:50.0,2019-04-15 06:32:00.0,AWRAV/0209,INSP LDG GEAR EUA WIRING-388-SEWC380-32-0088,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-G0000,null,2019-03-11 20:52:29.0,4,WORKORDER_A388AWR-3C-G0000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRB862185001_BEDFORD_EAGLENA,82,54,A388AWR-3C-G0000,0,null,null,null,1,null,2019-03-11 20:52:29.0,2019-04-15 04:00:00.0,AWRB862185001,NRI FOR AK57-8131/500,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-M0000,null,2019-03-11 20:28:47.0,1.85,WORKORDER_A388AWR-3C-M0000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRCAB/0071_BEDFORD_EAGLENA,82,10,A388AWR-3C-M0000,44,null,null,null,1,null,2019-03-11 20:28:47.0,2019-04-15 01:51:00.0,AWRCAB/0071,CLN - UD GALLEY [G1U6]-388-253004-09-ES/200,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-HC000,null,2019-03-11 20:18:18.0,10,WORKORDER_A388AWR-3C-HC000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/1413_BEDFORD_EAGLENA,82,5,A388AWR-3C-HC000,52,null,null,null,1,null,2019-03-11 20:18:18.0,2019-04-15 10:00:00.0,AWRAF/1413,PNLS INSTL HOR STAB RH-EK-EMHR-ACCESS PANELS-INSTL,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-G0000,null,2019-03-11 20:52:14.0,10,WORKORDER_A388AWR-3C-G0000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRB861192001_BEDFORD_EAGLENA,82,46,A388AWR-3C-G0000,0,null,null,null,1,null,2019-03-11 20:52:14.0,2019-04-15 10:00:00.0,AWRB861192001,NRI FOR 388-501500-00002-01/160,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-FBE00,null,2019-03-11 20:07:03.0,8.016666666666667,WORKORDER_A388AWR-3C-FBE00_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/0317_BEDFORD_EAGLENA,82,4,A388AWR-3C-FBE00,24,null,null,null,1,null,2019-03-11 20:07:03.0,2019-04-15 08:01:00.0,AWRAF/0317,DVI - LH WING SLATS TRANSMISSION SYS-388-278000-00006-01/500,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-FAF00,null,2019-03-11 19:47:21.0,23.7,WORKORDER_A388AWR-3C-FAF00_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRSTR/18_BEDFORD_EAGLENA,82,26,A388AWR-3C-FAF00,9,null,null,null,1,null,2019-03-11 19:47:21.0,2019-04-15 23:42:00.0,AWRSTR/18,REINFORCE FLAP TRACK FAIRINGS-AK57-8124/632,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-FBD00,null,2019-03-11 20:01:53.0,0.6166666666666667,WORKORDER_A388AWR-3C-FBD00_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRENG/0078_BEDFORD_EAGLENA,82,17,A388AWR-3C-FBD00,86,null,null,null,1,null,2019-03-11 20:01:53.0,2019-04-15 00:37:00.0,AWRENG/0078,DVI - ENG#1 FAN EXHAUST COWL-388-782300-E7501-01/410,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-FBH00,null,2019-03-11 20:17:40.0,0.48333333333333334,WORKORDER_A388AWR-3C-FBH00_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/1306_BEDFORD_EAGLENA,82,97,A388AWR-3C-FBH00,58,null,null,null,1,null,2019-03-11 20:17:40.0,2019-04-15 00:29:00.0,AWRAF/1306,GVI - UD PAX/CREW DOOR U3R-388-ZL-854-00001-01/864,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-EB000,null,2019-03-11 20:29:59.0,8.783333333333333,WORKORDER_A388AWR-3C-EB000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/10340_BEDFORD_EAGLENA,82,31,A388AWR-3C-EB000,68,null,null,null,1,null,2019-03-11 20:29:59.0,2019-04-15 08:47:00.0,AWRAF/10340,388-LAV 3MG-REM-388-LAV 3MG-REM,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-FBA00,null,2019-03-11 19:50:23.0,2.9166666666666665,WORKORDER_A388AWR-3C-FBA00_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/0764_BEDFORD_EAGLENA,82,71,A388AWR-3C-FBA00,60,null,null,null,1,null,2019-03-11 19:50:23.0,2019-04-15 02:55:00.0,AWRAF/0764,DVI - CENTER FUSELAGE-388-533100-00733-02/140,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-HB000,null,2019-03-11 20:42:05.0,9.4,WORKORDER_A388AWR-3C-HB000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRCAB/175_BEDFORD_EAGLENA,82,169,A388AWR-3C-HB000,46,null,null,null,1,null,2019-03-11 20:42:05.0,2019-04-15 09:24:00.0,AWRCAB/175,388-MD-G2M4AISLE-NTF-INSTL-388-MD-G2M4AISLE-NTF-INSTL,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-CB000,null,2019-03-11 19:35:56.0,2,WORKORDER_A388AWR-3C-CB000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRENG/0145_BEDFORD_EAGLENA,82,1,A388AWR-3C-CB000,26,null,null,null,1,null,2019-03-11 19:35:56.0,2019-04-15 02:00:00.0,AWRENG/0145,APU OIL SAMPLING PROGRAM-388-SEWC380-49-0105,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C,null,2019-03-11 19:30:44.0,0,WORKORDER_A388AWR-3C_BEDFORD_EAGLENA,null,null,0,WORKORDER_A388AWR-3C-H0000_BEDFORD_EAGLENA,82,null,A388AWR-3C-H0000,0,null,null,null,0,null,2019-03-11 19:30:44.0,2019-04-15 00:00:00.0,A388AWR-3C-H0000,Phase 5: Re-installation,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-G0000,null,2019-03-11 20:53:05.0,8,WORKORDER_A388AWR-3C-G0000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRB864375001_BEDFORD_EAGLENA,82,72,A388AWR-3C-G0000,0,null,null,null,1,null,2019-03-11 20:53:05.0,2019-04-15 08:00:00.0,AWRB864375001,NRI FOR 388-321700-00504-01/750,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-FAA00,null,2019-03-11 19:41:58.0,2,WORKORDER_A388AWR-3C-FAA00_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAV/0206_BEDFORD_EAGLENA,82,2,A388AWR-3C-FAA00,69,null,null,null,1,null,2019-03-11 19:41:58.0,2019-04-15 02:00:00.0,AWRAV/0206,Check electrical conditions of SELV-388-SEWC380-32-0020-2/700,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-JH000,null,2019-03-11 20:28:09.0,1.1,WORKORDER_A388AWR-3C-JH000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/0632_BEDFORD_EAGLENA,82,62,A388AWR-3C-JH000,83,null,null,null,1,null,2019-03-11 20:28:09.0,2019-04-15 01:06:00.0,AWRAF/0632,"FNC - DOOR OPERATION MECHANISM, M3R-388-522000-00005-01/843",2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-FAF00,null,2019-03-11 19:46:49.0,8.95,WORKORDER_A388AWR-3C-FAF00_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/1335_BEDFORD_EAGLENA,82,11,A388AWR-3C-FAF00,68,null,null,null,1,null,2019-03-11 19:46:49.0,2019-04-15 08:57:00.0,AWRAF/1335,INTRO REVISED REFUEL DIFUSERS-AK28-8047/RH,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-FBD00,null,2019-03-11 20:02:59.0,0.5333333333333333,WORKORDER_A388AWR-3C-FBD00_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRENG/0061_BEDFORD_EAGLENA,82,49,A388AWR-3C-FBD00,5,null,null,null,1,null,2019-03-11 20:02:59.0,2019-04-15 00:32:00.0,AWRENG/0061,DVI - ENG#2 INSPECTION OF NOZZLE-388-781100-E7003-01/424,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-FBH00,null,2019-03-11 20:15:44.0,1.2666666666666666,WORKORDER_A388AWR-3C-FBH00_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/0607_BEDFORD_EAGLENA,82,39,A388AWR-3C-FBH00,53,null,null,null,1,null,2019-03-11 20:15:44.0,2019-04-15 01:16:00.0,AWRAF/0607,GVI - U2R DOOR SEAL-388-521000-00007-01/863,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-FAG00,null,2019-03-11 19:47:45.0,1.0666666666666667,WORKORDER_A388AWR-3C-FAG00_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/1083_BEDFORD_EAGLENA,82,3,A388AWR-3C-FAG00,35,null,null,null,1,null,2019-03-11 19:47:45.0,2019-04-15 01:04:00.0,AWRAF/1083,WLG BOGIE DIP SENSORS INSP-388-SEWC380-32-0077/LH,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-G0000,null,2019-03-11 21:05:09.0,3,WORKORDER_A388AWR-3C-G0000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRB861551001_BEDFORD_EAGLENA,82,425,A388AWR-3C-G0000,0,null,null,null,1,null,2019-03-11 21:05:09.0,2019-04-15 03:00:00.0,AWRB861551001,NRI FOR 388-280-LH-1-SEAT-REM,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-G0000,null,2019-03-11 20:50:41.0,4,WORKORDER_A388AWR-3C-G0000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRB850973001_BEDFORD_EAGLENA,82,1,A388AWR-3C-G0000,0,null,null,null,1,null,2019-03-11 20:50:41.0,2019-04-15 04:00:00.0,AWRB850973001,NRI FOR 388-351000-00001-01/210,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-FBH00,null,2019-03-11 20:17:15.0,0.4666666666666667,WORKORDER_A388AWR-3C-FBH00_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/1293_BEDFORD_EAGLENA,82,84,A388AWR-3C-FBH00,61,null,null,null,1,null,2019-03-11 20:17:15.0,2019-04-15 00:28:00.0,AWRAF/1293,GVI - MD PAX/CREW DOOR M2L-388-ZL-832-00001-01/832,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-IH000,null,2019-03-11 20:22:43.0,2.25,WORKORDER_A388AWR-3C-IH000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/0522_BEDFORD_EAGLENA,82,8,A388AWR-3C-IH000,97,null,null,null,1,null,2019-03-11 20:22:43.0,2019-04-15 02:15:00.0,AWRAF/0522,LUB - DOOR M5R OUTER HANDLE MECHANISM-388-521000-00001-01/845,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-G0000,null,2019-03-11 21:00:22.0,8,WORKORDER_A388AWR-3C-G0000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRB864460001_BEDFORD_EAGLENA,82,286,A388AWR-3C-G0000,0,null,null,null,1,null,2019-03-11 21:00:22.0,2019-04-15 08:00:00.0,AWRB864460001,NRI FOR 388-321700-00504-01/750,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-FAE00,null,2019-03-11 19:45:26.0,6.1,WORKORDER_A388AWR-3C-FAE00_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/1332_BEDFORD_EAGLENA,82,13,A388AWR-3C-FAE00,78,null,null,null,1,null,2019-03-11 19:45:26.0,2019-04-15 06:06:00.0,AWRAF/1332,INSTALL NEW RAM AIR TURBINE-AK24-8058,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-HB000,null,2019-03-11 20:37:11.0,6.216666666666667,WORKORDER_A388AWR-3C-HB000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/1041_BEDFORD_EAGLENA,82,24,A388AWR-3C-HB000,8,null,null,null,1,null,2019-03-11 20:37:11.0,2019-04-15 06:13:00.0,AWRAF/1041,388-LAV 3UG-INSTL-388-LAV 3UG-INSTL,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-G0000,null,2019-03-11 21:08:29.0,4,WORKORDER_A388AWR-3C-G0000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRB869611001_BEDFORD_EAGLENA,82,523,A388AWR-3C-G0000,0,null,null,null,1,null,2019-03-11 21:08:29.0,2019-04-15 04:00:00.0,AWRB869611001,NRI FOR AK57-8094/500,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-JH000,null,2019-03-11 20:27:03.0,0.5333333333333333,WORKORDER_A388AWR-3C-JH000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/0558_BEDFORD_EAGLENA,82,30,A388AWR-3C-JH000,2,null,null,null,1,null,2019-03-11 20:27:03.0,2019-04-15 00:32:00.0,AWRAF/0558,OPC - DOOR M2L SLIDE SELECTOR LEVER-388-521000-00004-01/832,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-FBC00,null,2019-03-11 19:59:50.0,0.3333333333333333,WORKORDER_A388AWR-3C-FBC00_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/0846_BEDFORD_EAGLENA,82,31,A388AWR-3C-FBC00,9,null,null,null,1,null,2019-03-11 19:59:50.0,2019-04-15 00:20:00.0,AWRAF/0846,HORIZONTAL STABILIZER-388-551100-00506-01/340,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-FBD00,null,2019-03-11 20:05:35.0,0.8666666666666667,WORKORDER_A388AWR-3C-FBD00_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAV/0025_BEDFORD_EAGLENA,82,124,A388AWR-3C-FBD00,92,null,null,null,1,null,2019-03-11 20:05:35.0,2019-04-15 00:52:00.0,AWRAV/0025,(L/HIRF) GVI - ENG#4 WIRING PROTECTION-388-200459-E7001-01/480,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-G0000,null,2019-03-11 21:01:54.0,6,WORKORDER_A388AWR-3C-G0000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRB868988001_BEDFORD_EAGLENA,82,332,A388AWR-3C-G0000,0,null,null,null,1,null,2019-03-11 21:01:54.0,2019-04-15 06:00:00.0,AWRB868988001,NRI FOR 388-GLY G4M2-REM,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-G0000,null,2019-03-11 20:59:05.0,5,WORKORDER_A388AWR-3C-G0000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRB861752001_BEDFORD_EAGLENA,82,248,A388AWR-3C-G0000,0,null,null,null,1,null,2019-03-11 20:59:05.0,2019-04-15 05:00:00.0,AWRB861752001,NRI FOR 388-TECH/CABIN/IFE/LOG/999,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-FBH00,null,2019-03-11 20:15:46.0,9.25,WORKORDER_A388AWR-3C-FBH00_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/0609_BEDFORD_EAGLENA,82,41,A388AWR-3C-FBH00,62,null,null,null,1,null,2019-03-11 20:15:46.0,2019-04-15 09:15:00.0,AWRAF/0609,DVI - MAIN DECK LH PAX/CREW DOOR-388-521100-00501-01/830,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-FBB00,null,2019-03-11 19:57:07.0,1.2,WORKORDER_A388AWR-3C-FBB00_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/0179_BEDFORD_EAGLENA,82,126,A388AWR-3C-FBB00,30,null,null,null,1,null,2019-03-11 19:57:07.0,2019-04-15 01:12:00.0,AWRAF/0179,GVI - LAV ATTACHMENT POINTS-388-254000-00002-01-L/SU-B/270,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-FBF00,null,2019-03-11 20:11:13.0,0.8666666666666667,WORKORDER_A388AWR-3C-FBF00_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/1235_BEDFORD_EAGLENA,82,79,A388AWR-3C-FBF00,72,null,null,null,1,null,2019-03-11 20:11:13.0,2019-04-15 00:52:00.0,AWRAF/1235,GVI- FLAP TRACK 6 & FAIRING-RH-388-ZL-535-00002-01/635,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-FBG00,null,2019-03-11 20:11:55.0,2,WORKORDER_A388AWR-3C-FBG00_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/0453_BEDFORD_EAGLENA,82,8,A388AWR-3C-FBG00,57,null,null,null,1,null,2019-03-11 20:11:55.0,2019-04-15 02:00:00.0,AWRAF/0453,DVI - NLG AFT DOOR OPERTNG MECH-388-323100-00020-01/710,2019-04-15 00:00:00.0,null,null,null,WAPPR
